"","Country.of.Origin","Farm.Name","Mill","Company","Altitude","Region","Producer","Number.of.Bags","Bag.Weight","In.Country.Partner","Harvest.Year","Grading.Date","Owner","Variety","Processing.Method","Aroma","Flavor","Aftertaste","Acidity","Body","Balance","Uniformity","Clean.Cup","Sweetness","Overall","Total.Cup.Points","Moisture","Category.One.Defects","Quakers","Color","Category.Two.Defects","Farm.Region","Region.Country","Quality.Classification"
"1175","Guatemala","el papaturro","beneficio ixchel","unex guatemala sa",1219.2,"oriente","amilcar lapola",250,"69 kg","Asociacion Nacional Del Café","2013","May 13th, 2014","juan luis alvarado romero","Bourbon","Washed / Wet",7.08,7.33,7.25,7.58,7.33,7.42,9.33,9.33,9.33,7.42,79.42,0.1,0,0,"Green",2,"el papaturro-oriente","oriente-Guatemala","Commodity"
"1176","Guatemala",NA,"las americas","outspan guatemala sa",1219.2,"oriente","varios",275,"69 kg","Asociacion Nacional Del Café","2014","March 31st, 2014","juan luis alvarado romero","Other","Washed / Wet",7.25,7.33,6.83,7,7,7.17,10,10,10,6.83,79.42,0.1,1,0,"Green",4,"NA-oriente","oriente-Guatemala","Commodity"
"1177","Mexico","creleg l4","cre-leg beneficio","Other",800,"xicotepec de juarez","adriana torres rico quevedo",10,"1 kg","AMECAFE","2012","September 11th, 2012","Other","Typica","Washed / Wet",7,6.83,6.83,7.42,7.33,7.17,10,10,10,6.83,79.42,0.13,0,0,"Green",30,"creleg l4-xicotepec de juarez","xicotepec de juarez-Mexico","Commodity"
"1178","Cote d?Ivoire","cnra station of divo","cnra station of divo","Other",200,"cnra station of divo","cnra",2,"1 kg","Specialty Coffee Association","2016","June 6th, 2017","Other","Other","Washed / Wet",7.42,7.25,6.83,7,7.33,7.08,9.33,10,10,7.08,79.33,0.13,1,0,"Bluish-Green",2,"cnra station of divo-cnra station of divo","cnra station of divo-Cote d?Ivoire","Commodity"
"1179","Colombia",NA,"spot","the coffee source inc",1200,"pereira","spot",250,"3 lbs","Specialty Coffee Association","2013","January 8th, 2014","the coffee source inc","Caturra","Washed / Wet",7.42,7.25,6.75,7.25,7.42,7.25,9.33,9.33,10,7.33,79.33,0,0,0,"Green",3,"NA-pereira","pereira-Colombia","Commodity"
"1180","Mexico","el encanto","el olvido, zentla, veracruz","Other",950,"zentla","eric jesus cordoba arroyo",30,"1 kg","AMECAFE","2012","September 17th, 2012","Other","Typica","Washed / Wet",7,7,6.83,7.33,7.42,6.92,10,10,10,6.83,79.33,0.14,0,0,"None",23,"el encanto-zentla","zentla-Mexico","Commodity"
"1181","Mexico","la gloria","el olvido, zentla, veracruz","Other",750,"zentla","antonio cordoba murillo",50,"1 kg","AMECAFE","2012","September 10th, 2012","Other","Typica","Washed / Wet",7.42,7.17,7.08,7.17,7.08,7.08,9.33,10,10,7,79.33,0.14,0,0,"Green",19,"la gloria-zentla","zentla-Mexico","Commodity"
"1182","Guatemala","conquista  morito","beneficio ixchel","unex guatemala sa",1402.08,"oriente","conquista morito",250,"1 kg","Asociacion Nacional Del Café","2012","January 13th, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",7.17,6.5,6.33,7.25,7.58,7.33,10,10,10,7.17,79.33,0.11,0,0,"Green",6,"conquista  morito-oriente","oriente-Guatemala","Commodity"
"1183","Taiwan","baishencun coffee farm","baishengcun coffee ???????","red on tree co ltd",850,"natou county","wu shu yi ",50,"20 kg","Specialty Coffee Association","2014","November 7th, 2014","lin chehao krude ","Typica","Washed / Wet",7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,79.25,0.11,0,0,"Blue-Green",0,"baishencun coffee farm-natou county","natou county-Taiwan","Commodity"
"1184","Mexico","el aguacate","cafes de naranjal s.a. de c.v.","Other",1000,"veracruz","marco virgilio ramirez teliz",12,"1 kg","AMECAFE","2012","September 10th, 2012","Other","Bourbon","Washed / Wet",7,7,6.92,7.17,7.17,7.08,10,10,10,6.92,79.25,0.13,0,0,"Green",10,"el aguacate-veracruz","veracruz-Mexico","Commodity"
"1185","Guatemala","las delicias","beneficio ixchel","unex guatemala sa",1219.2,"santa rosa","otto becker",50,"69 kg","Asociacion Nacional Del Café","2017","August 22nd, 2017","juan luis alvarado romero","Bourbon","Washed / Wet",7.33,7.42,7.33,7.42,7.5,7.42,8.67,9.33,9.33,7.42,79.17,0.1,0,0,"Green",0,"las delicias-santa rosa","santa rosa-Guatemala","Commodity"
"1186","Honduras","la bendicion","dry in solar beds","Other",1650,"ocotepeque","jorge alfredo pinto",15,"69 kg","Instituto Hondureño del Café","2017","July 27th, 2017","Other","Catuai","Washed / Wet",7.58,7,6.75,6.92,7,6.92,10,10,10,7,79.17,0.11,0,0,"Green",5,"la bendicion-ocotepeque","ocotepeque-Honduras","Commodity"
"1187","Guatemala","chapultepec","beneficio ixchel","unex guatemala sa",1320,"occidente","chapultepec",250,"69 kg","Asociacion Nacional Del Café","2016","May 23rd, 2016","juan luis alvarado romero","Bourbon","Washed / Wet",7.08,7,6.92,7.42,7,6.92,10,10,10,6.83,79.17,0.11,0,8,"Green",6,"chapultepec-occidente","occidente-Guatemala","Commodity"
"1188","Guatemala","el chile","la conquista","mercon guatemala sa",1550,"nuevo oriente","ovidio cardona",275,"69 kg","Asociacion Nacional Del Café","2015","June 30th, 2015","juan luis alvarado romero","Catuai","Washed / Wet",7.25,7.17,6.75,7.25,7,6.92,10,10,10,6.83,79.17,0.11,0,0,"Green",6,"el chile-nuevo oriente","nuevo oriente-Guatemala","Commodity"
"1189","Costa Rica",NA,NA,"Other",1300,"san rafael",NA,1,"2 kg","Specialty Coffee Association","2012","December 10th, 2013","Other","Catuai","Washed / Wet",7.17,7.42,7.5,8,7.25,7.83,10,10,6.67,7.33,79.17,0.1,5,0,"None",20,"NA-san rafael","san rafael-Costa Rica","Commodity"
"1190","Mexico","la tejeria","la tejeria","cafeorganicomx",1550,"zaragoza itundujia","hilario garcía sandoval",10,"1 kg","AMECAFE","2012","September 13th, 2012","israel eduardo paz garcia","Typica","Washed / Wet",7.25,7.08,6.92,7.08,7.17,7.17,9.33,10,10,7.17,79.17,0.14,0,0,"None",8,"la tejeria-zaragoza itundujia","zaragoza itundujia-Mexico","Commodity"
"1191","Mexico","el delirio","yajalon, chiapas","Other",1450,"yajalon","socieadad cooperativa industrial cafes yajalon s c l",53,"1 kg","AMECAFE","2012","August 30th, 2012","Other","Typica","Washed / Wet",7.17,6.92,6.92,7.08,7.17,7,10,10,10,6.92,79.17,0.14,0,0,"Green",34,"el delirio-yajalon","yajalon-Mexico","Commodity"
"1192","Mexico",NA,"various smallholders' wet mills","Other",1200,"pluma hidalogo oaxaca","various smallholders",250,"6","Specialty Coffee Association","2009","April 9th, 2010","Other","Typica","Other",6.75,6.75,6.83,7.25,7.58,7.08,10,10,10,6.92,79.17,0.01,0,0,NA,8,"NA-pluma hidalogo oaxaca","pluma hidalogo oaxaca-Mexico","Commodity"
"1193","Guatemala","las merceditas","beneficio ixchel","unex guatemala sa",1700,"san marcos","angel de leon",50,"69 kg","Asociacion Nacional Del Café","2017","August 23rd, 2017","juan luis alvarado romero","Bourbon","Washed / Wet",7.58,7.67,7.42,7.42,7.67,7.67,8.67,8.67,8.67,7.67,79.08,0.1,0,0,"Green",1,"las merceditas-san marcos","san marcos-Guatemala","Commodity"
"1194","United States (Puerto Rico)","hacienda caracolillo","hacienda alto grande","Other",853.44,"yauco region","hacienda alto grande",18,"5 lbs","Specialty Coffee Association","2013","June 9th, 2014","Other","Other","Washed / Wet",7.42,7.08,6.75,7.33,7.33,6.92,10,9.33,10,6.92,79.08,0.13,0,0,"Green",0,"hacienda caracolillo-yauco region","yauco region-United States (Puerto Rico)","Commodity"
"1195","Mexico","huanacaxtle","zaragoza itundujia, oaxaca","cafeorganicomx",1500,"zaragoza itundujia","guadalupe heras hernandez",13,"1 kg","AMECAFE","2012","September 13th, 2012","israel eduardo paz garcia","Typica","Washed / Wet",7.33,7,6.92,7.25,7.33,7.08,9.33,10,10,6.83,79.08,0.16,0,0,"None",2,"huanacaxtle-zaragoza itundujia","zaragoza itundujia-Mexico","Commodity"
"1196","Mexico","las palmas","palo blanco, tlacuilotepec, puebla","Other",1100,"tlacuilotepec","juana rodriguez gutierrez",10,"1 kg","AMECAFE","2012","September 12th, 2012","Other","Mundo Novo","Washed / Wet",7.25,7.08,6.75,7.33,7.42,7,9.33,10,10,6.92,79.08,0.11,0,0,"Green",45,"las palmas-tlacuilotepec","tlacuilotepec-Mexico","Commodity"
"1197","Mexico","el desmoronado","el desmoronado","Other",1200,"talpa de allende","balbino ramirez flores",10,"1 kg","AMECAFE","2012","July 3rd, 2012","Other","Typica","Washed / Wet",7.17,7.25,7.25,7.17,7.25,7.08,9.33,9.33,10,7.25,79.08,0.1,0,0,"Bluish-Green",0,"el desmoronado-talpa de allende","talpa de allende-Mexico","Commodity"
"1198","Colombia",NA,NA,"Other",1200,NA,NA,149,"70 kg","Almacafé","2011","March 1st, 2011","racafe  cia sca","Caturra","Other",6.75,6.75,6.42,6.83,7.58,7.5,10,10,10,7.25,79.08,0.1,0,0,NA,3,"NA-NA","NA-Colombia","Commodity"
"1199","Guatemala",NA,"las americas","outspan guatemala sa",1219.2,"oriente","varios",250,"69 kg","Asociacion Nacional Del Café","2014","September 11th, 2014","juan luis alvarado romero","Other","Washed / Wet",7.33,7.17,6.58,7.42,7.08,6.83,10,10,10,6.58,79,0.12,0,0,"Green",3,"NA-oriente","oriente-Guatemala","Commodity"
"1200","Honduras",NA,"cafes finos de exportacion s. de r.l.","Other",1350,"intibuca","cooperativa coaquil",275,"2 kg","Instituto Hondureño del Café","2014","April 26th, 2014","Other","Pacas","Washed / Wet",7,7,7,7,7,7,10,10,10,7,79,0.11,0,0,"Green",12,"NA-intibuca","intibuca-Honduras","Commodity"
"1201","Peru",NA,NA,"sustainable harvest",1400,"san ignacio","frontera",280,"69 kg","Specialty Coffee Association","2012","January 8th, 2013","Other","Typica","Washed / Wet",7.67,7.17,7.08,7.25,8,7.5,8.67,9.33,9.33,7,79,0,0,0,NA,4,"NA-san ignacio","san ignacio-Peru","Commodity"
"1202","Mexico",NA,"iliatenco, guerrero","Other",1300,"iliatenco guerrero","gonzalo de aquino flores",14,"1 kg","AMECAFE","2012","September 17th, 2012","Other","Mundo Novo","Natural / Dry",6.75,7.08,6.67,7.25,7.17,7.08,10,10,10,7,79,0.12,0,0,"None",12,"NA-iliatenco guerrero","iliatenco guerrero-Mexico","Commodity"
"1203","Mexico","el sauce","zaragoza itundujia, oaxaca","cafeorganicomx",1550,"zaragoza itundujia","juan cruz riaño",16,"1 kg","AMECAFE","2012","September 12th, 2012","israel eduardo paz garcia","Typica","Semi-washed / Semi-pulped",7.5,7.17,6.92,7.5,7.25,7,8.67,10,10,7,79,0.14,3,0,"Green",17,"el sauce-zaragoza itundujia","zaragoza itundujia-Mexico","Commodity"
"1204","Mexico","pico del oro","el pacayal, amatenango de la frontera, chiapas","Other",1600,"amatenango de la frontera","juan avenamar rodriguez funez",120,"1 kg","AMECAFE","2012","August 30th, 2012","Other","Typica","Washed / Wet",7.17,6.83,6.83,7.25,7.17,6.92,10,10,10,6.83,79,0.14,7,0,"Green",38,"pico del oro-amatenango de la frontera","amatenango de la frontera-Mexico","Commodity"
"1205","Mexico","santa teresa","amsa tuxtla","ecomtrading",1300,"la concordia chiapas","agroindustrias unidas de mexico sa de cv",250,"1 kg","AMECAFE","2013","March 12th, 2013","alfredo bojalil","Typica","Washed / Wet",7.33,7,6.75,7.08,7.17,7.25,9.33,10,10,7,78.92,0.12,0,0,"Green",8,"santa teresa-la concordia chiapas","la concordia chiapas-Mexico","Commodity"
"1206","Mexico","la pandora","zaragoza itundujia, oaxaca","cafeorganicomx",1400,"zaragoza itundujia","luisa zuñiga garcía",14,"1 kg","AMECAFE","2012","September 17th, 2012","israel eduardo paz garcia","Typica","Washed / Wet",7.5,7,6.92,7.08,6.92,6.75,10,10,10,6.75,78.92,0.16,0,0,"None",0,"la pandora-zaragoza itundujia","zaragoza itundujia-Mexico","Commodity"
"1207","Nicaragua","finca las marías","beneficio atlantic condega","exportadora atlantic sa",1100,"jalapa","teófilo narváez",1,"1 kg","Instituto Hondureño del Café","2016","May 22nd, 2017","exportadora atlantic sa","Caturra","Other",7.17,7,6.92,7,7,7,10,10,10,6.75,78.83,0.1,0,2,"Green",4,"finca las marías-jalapa","jalapa-Nicaragua","Commodity"
"1208","United States (Hawaii)",NA,"kona pacific farmers cooperative","kona pacific farmers cooperative",518.16,"kona",NA,11,"2 lbs","Specialty Coffee Association","2013","January 17th, 2014","eileen koyanagi","Hawaiian Kona","Natural / Dry",7.5,6.92,6.92,7.25,7.58,7.42,9.33,9.33,9.33,7.17,78.75,0.12,5,0,"Green",8,"NA-kona","kona-United States (Hawaii)","Commodity"
"1209","Guatemala","la castellana","beneficio ixchel","unex guatemala sa",1310.64,"oriente","agripec de la vega y cia",250,"69 kg","Asociacion Nacional Del Café","2013","July 5th, 2013","juan luis alvarado romero","Bourbon","Washed / Wet",7.33,7.08,6.33,7.25,7,7,10,10,10,6.75,78.75,0.12,1,0,"Green",8,"la castellana-oriente","oriente-Guatemala","Commodity"
"1210","Mexico","la patrona el trebol la cadena","tlavictepan, huatusco","Other",1320,"veracruz","jose vazquez canton jose antonio jimenez gonzalez ireneo garcia valdivia",20,"1 kg","AMECAFE","2012","August 1st, 2012","Other","Typica","Washed / Wet",7.25,6.83,6.83,7,7.17,7,10,10,10,6.67,78.75,0.14,0,0,"Green",0,"la patrona el trebol la cadena-veracruz","veracruz-Mexico","Commodity"
"1211","Mexico","el tesoro","el tesoro","Other",1250,"veracruz","damaso martinez perez",35,"1 kg","AMECAFE","2012","July 16th, 2012","Other","Typica","Semi-washed / Semi-pulped",7.25,7.33,7.17,7.25,7.08,7,8.67,10,10,7,78.75,0.14,0,0,"None",0,"el tesoro-veracruz","veracruz-Mexico","Commodity"
"1212","Mexico","los encinos",NA,"Other",1350,"ohuapan tlaltetela","pedro herrera guzman aurelio gabriel hernandez maria de lourdes deristain tress",10,"1 kg","AMECAFE","2012","June 6th, 2012","Other","Bourbon","Washed / Wet",7.67,7.17,6.83,7.33,7.58,7.17,9.33,10,8.67,7,78.75,0.12,0,0,NA,0,"los encinos-ohuapan tlaltetela","ohuapan tlaltetela-Mexico","Commodity"
"1213","China","alicias farm","yunnan louis herbs r&d center","Other",1850,"yunnan","yunnan louis herbs rd center",1,"2 kg","Specialty Coffee Association","2013","April 26th, 2014","Other","Typica","Washed / Wet",7,6.92,6.83,7.17,7.17,7.17,10,10,9.33,7.08,78.67,0,0,0,"Green",5,"alicias farm-yunnan","yunnan-China","Commodity"
"1214","Mexico","los pinos","los pinoslos pinos","Other",1150,"yecuatla","juan garcia hernandez",20,"1 kg","AMECAFE","2012","September 17th, 2012","Other","Caturra","Washed / Wet",6.92,6.92,6.67,7.25,7.17,6.92,10,10,10,6.83,78.67,0.13,0,0,"None",2,"los pinos-yecuatla","yecuatla-Mexico","Commodity"
"1215","Nicaragua","los saltarines","beneficio atlantic condega","exportadora atlantic sa",1100,"nueva segovia","adonis jose ortez beltran",275,"69 kg","Instituto Hondureño del Café","2016","February 17th, 2016","exportadora atlantic sa","Caturra","Other",7.08,7,6.75,6.83,7.08,6.92,10,10,10,6.92,78.58,0.1,1,5,"Green",7,"los saltarines-nueva segovia","nueva segovia-Nicaragua","Commodity"
"1216","Nicaragua",NA,NA,"exportadora atlantic sa",1200,NA,NA,275,"2 kg","Asociación de Cafés Especiales de Nicaragua","2014","March 28th, 2015","exportadora atlantic sa","Caturra","Natural / Dry",6.83,7.08,6.92,6.75,7.25,7.08,10,10,10,6.67,78.58,0.11,1,0,"Green",1,"NA-NA","NA-Nicaragua","Commodity"
"1217","Guatemala",NA,"las americas","outspan guatemala sa",1219.2,"oriente","varios",250,"69 kg","Asociacion Nacional Del Café","2014","September 4th, 2014","juan luis alvarado romero","Other","Washed / Wet",7.33,7.17,6.92,7.58,7.25,7.17,8.67,9.33,10,7.17,78.58,0.12,0,0,"Green",3,"NA-oriente","oriente-Guatemala","Commodity"
"1218","Taiwan","kan tou mountain coffee ","kan tou mountain coffee ??????","red on tree co ltd",800,"dongshan dist tainan city ","guo jiun hung   tseng ru feng ",50,"20 kg","Specialty Coffee Association","2013","July 22nd, 2014","lin chehao krude ","Typica","Washed / Wet",6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,78.58,0.1,0,0,"Green",0,"kan tou mountain coffee -dongshan dist tainan city ","dongshan dist tainan city -Taiwan","Commodity"
"1219","Mexico","grapos el porvenir","agroindustrias unidas de mexico","ecomtrading",1400,"tapachula","epifanio garcia de miguel",250,"1 kg","AMECAFE","2012","July 26th, 2012","alfredo bojalil","Typica","Washed / Wet",7,7,6.75,7.33,6.92,6.92,10,10,10,6.67,78.58,0.13,0,0,"Green",1,"grapos el porvenir-tapachula","tapachula-Mexico","Commodity"
"1220","Mexico","cofradia","beneficio de cafetaleros el remudadero s.p.r. de r.l.","Other",1300,"cofradia de suchitlan","j carmen guzman concepcion ignacio ramirez barajas dionicio garcia ramirez",50,"1 kg","AMECAFE","2012","July 2nd, 2012","Other","Typica","Washed / Wet",7.92,7.58,7.58,7.92,7.92,7.5,8,6.67,10,7.5,78.58,0.1,0,0,NA,1,"cofradia-cofradia de suchitlan","cofradia de suchitlan-Mexico","Commodity"
"1221","United States (Hawaii)","kona farms",NA,"Other",518.16,"kona",NA,8,"100 lbs","Specialty Coffee Association","2011","June 21st, 2011","kona pacific farmers cooperative","Hawaiian Kona","Other",7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,78.58,0,0,0,NA,0,"kona farms-kona","kona-United States (Hawaii)","Commodity"
"1222","Mexico",NA,"beneficio san fernando","Other",1600,"sierra chiapas","various small producers",280,"69 kg","Specialty Coffee Association","2014","April 26th, 2014","Other","Bourbon","Washed / Wet",7.25,6.75,6.92,6.92,7.25,7.58,9.33,9.33,10,7.17,78.5,0,0,0,"Green",0,"NA-sierra chiapas","sierra chiapas-Mexico","Commodity"
"1223","Mexico","finca sego","villa talea de castro, oaxaca","Other",1400,"villa talea de castro","reynaldo olivera rios",10,"1 kg","AMECAFE","2012","September 14th, 2012","Other","Typica","Washed / Wet",7.08,6.83,6.83,7,7,6.92,10,10,10,6.83,78.5,0.12,0,0,"None",14,"finca sego-villa talea de castro","villa talea de castro-Mexico","Commodity"
"1224","Mexico","cerca de los angeles","beneficio seco de cafe de la soc. coop. tzotzilotic tzobolotic scl","Other",1200,"los angeles","francisco ruiz nuñez",20,"1 kg","AMECAFE","2012","July 26th, 2012","Other","Caturra","Washed / Wet",7.25,7.17,7,6.83,7.58,7.08,8.67,10,10,6.92,78.5,0.13,1,0,"Green",3,"cerca de los angeles-los angeles","los angeles-Mexico","Commodity"
"1225","Brazil","santa maria",NA,"bourbon specialty coffees",996.5,"monte carmelo","manoel cardoso and galileo cardoso",300,"60 kg","Brazil Specialty Coffee Association","2015","December 16th, 2014","bourbon specialty coffees","Catuai","Natural / Dry",6.83,7,6.92,7.08,6.92,6.83,10,10,10,6.83,78.42,0.12,3,0,"Green",4,"santa maria-monte carmelo","monte carmelo-Brazil","Commodity"
"1226","Mexico","el naranjo","zaragoza itundujia, oaxaca","cafeorganicomx",1500,"zaragoza itundujia","lamberto josé garcía",10,"1 kg","AMECAFE","2012","September 14th, 2012","israel eduardo paz garcia","Typica","Washed / Wet",7.58,7.17,7,7.17,7.33,7,8,10,10,7.17,78.42,0.14,0,0,"None",0,"el naranjo-zaragoza itundujia","zaragoza itundujia-Mexico","Commodity"
"1227","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,5,"100 lbs","Specialty Coffee Association","2014","March 19th, 2014","eileen koyanagi","Hawaiian Kona","Natural / Dry",7.5,7.75,7.58,7.83,7.92,7.92,7.33,8,8.67,7.83,78.33,0.1,0,0,"Bluish-Green",0,"NA-kona","kona-United States (Hawaii)","Commodity"
"1228","Guatemala",NA,"las americas","outspan guatemala sa",1219.2,"oriente","varios",275,"69 kg","Asociacion Nacional Del Café","2014","February 27th, 2014","juan luis alvarado romero","Other","Washed / Wet",7.17,6.5,6.67,7,7.17,7.17,10,10,10,6.67,78.33,0.1,0,0,"Green",2,"NA-oriente","oriente-Guatemala","Commodity"
"1229","Guatemala","el sacramento","beneficio ixchel","unex guatemala sa",1310.64,"oriente","luis rodriguez",250,"1 kg","Asociacion Nacional Del Café","2012","February 7th, 2013","juan luis alvarado romero","Bourbon","Washed / Wet",7.17,7.17,6.5,7.17,7,6.83,10,10,10,6.5,78.33,0.11,1,0,"Green",4,"el sacramento-oriente","oriente-Guatemala","Commodity"
"1230","Mexico","llano hermoso","llano hermoso, xochitonalco huautla, oaxaca","Other",1300,"xochitonalco huautla        ","pablo cervantes morelos        ",100,"1 kg","AMECAFE","2012","September 11th, 2012","Other","Typica","Natural / Dry",7.25,7.25,7,7.5,7.33,7.42,8,9.33,10,7.75,78.33,0.13,31,0,"Green",47,"llano hermoso-xochitonalco huautla        ","xochitonalco huautla        -Mexico","Commodity"
"1231","Guatemala","conquista  morito","beneficio ixchel","unex guatemala sa",1402.08,"oriente","conquista morito",250,"1 kg","Asociacion Nacional Del Café","2012","January 13th, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",7.17,6.08,6.17,7.25,7.33,7.33,10,10,10,7,78.33,0.11,0,0,"Green",9,"conquista  morito-oriente","oriente-Guatemala","Commodity"
"1232","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,18,"100 lbs","Specialty Coffee Association","2014","January 20th, 2015","eileen koyanagi","Hawaiian Kona","Natural / Dry",7.5,7.5,7.33,7.58,7.5,7.42,8.67,8.67,8.67,7.42,78.25,0.11,2,0,"Green",8,"NA-kona","kona-United States (Hawaii)","Commodity"
"1233","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,5,"100 lbs","Specialty Coffee Association","2012","May 24th, 2012","kona pacific farmers cooperative","Hawaiian Kona","Natural / Dry",7.42,7.33,7.33,7.5,7.67,7.75,8,8.67,9.33,7.25,78.25,0.11,4,0,"Green",31,"NA-kona","kona-United States (Hawaii)","Commodity"
"1234","Indonesia",NA,"east java","Other",1300,"ijen","vary farms",2,"1 kg","Specialty Coffee Association of Indonesia","2016","July 18th, 2017","Other","Java","Washed / Wet",6.92,6.83,6.92,6.92,6.92,6.83,10,10,10,6.83,78.17,0.13,0,0,NA,1,"NA-ijen","ijen-Indonesia","Commodity"
"1235","Mexico",NA,"cordoba, ver.","Other",1050,"cordoba","consuelo gonzalez gomez",320,"1 kg","AMECAFE","2012","July 11th, 2012","Other","Typica","Washed / Wet",7.08,6.83,6.67,7.25,7.25,6.92,10,9.33,10,6.75,78.08,0.11,0,0,"Green",3,"NA-cordoba","cordoba-Mexico","Commodity"
"1236","Taiwan"," hoe vs flower coffee farm","???? (hoe vs. flower coffee farm)","taiwan coffee laboratory",650," dongshan dist tainan city"," lin chunchi",8,"10 kg","Specialty Coffee Association","2016","June 6th, 2017","lin chehao krude ","Yellow Bourbon","Washed / Wet",7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,78,0,3,0,"Green",4," hoe vs flower coffee farm- dongshan dist tainan city"," dongshan dist tainan city-Taiwan","Commodity"
"1237","Honduras",NA,"cafes finos de exportacion s. de r.l.","Other",1350,"intibuca","cooperativa coaquil",275,"2 kg","Instituto Hondureño del Café","2014","May 15th, 2014","Other","Pacas","Natural / Dry",6.83,7,6.67,7,7,6.83,10,10,10,6.67,78,0.11,2,0,"Green",6,"NA-intibuca","intibuca-Honduras","Commodity"
"1238","United States (Hawaii)",NA,NA,"kona pacific farmers cooperative",518.16,"kona",NA,5,"100 lbs","Specialty Coffee Association","2014","March 18th, 2014","eileen koyanagi","Hawaiian Kona","Natural / Dry",7.58,7.33,7.5,7.42,7.5,7.33,8,8.67,9.33,7.33,78,0.12,2,0,"Green",3,"NA-kona","kona-United States (Hawaii)","Commodity"
"1239","Guatemala",NA,"las americas","outspan guatemala sa",1219.2,"oriente","varios",275,"69 kg","Asociacion Nacional Del Café","2014","February 7th, 2014","juan luis alvarado romero","Other","Washed / Wet",7.42,7.25,6.83,7.33,7,6.92,9.33,9.33,9.33,7.25,78,0.1,1,0,"Green",2,"NA-oriente","oriente-Guatemala","Commodity"
"1240","China","hani","hani","Other",1200,"yunnan","greenhouse coffee",16,"2 kg","Specialty Coffee Association","2013","September 5th, 2013","Other","Typica","Washed / Wet",7.33,7.17,6.92,7.08,7.33,7,9.33,9.33,9.33,7.17,78,0.1,0,0,"Green",28,"hani-yunnan","yunnan-China","Commodity"
"1241","Guatemala","la union monte verde","beneficio ixchel","unex guatemala sa",1310.64,"oriente","agricola monte verde sa",250,"69 kg","Asociacion Nacional Del Café","2013","April 29th, 2013","juan luis alvarado romero","Bourbon","Washed / Wet",7,6.83,6.83,7.17,6.67,6.83,10,10,10,6.67,78,0.11,3,0,"Green",9,"la union monte verde-oriente","oriente-Guatemala","Commodity"
"1242","Mexico","finca la fortuna","finca la fortuna","Other",850,"motozintla chiapas","mario garcía",10,"1 kg","AMECAFE","2012","September 11th, 2012","Other","Other","Washed / Wet",7.25,7.33,7,7,7.25,7.08,10,10,8,7.08,78,0.12,2,0,"Green",7,"finca la fortuna-motozintla chiapas","motozintla chiapas-Mexico","Commodity"
"1243","Colombia",NA,NA,"Other",1200,NA,NA,202,"70 kg","Specialty Coffee Association","2011","December 1st, 2011","Other","Caturra","Other",7.42,7.17,7,7.17,7.67,7.17,8.67,9.33,9.33,7.08,78,0.1,1,0,"Green",3,"NA-NA","NA-Colombia","Commodity"
"1244","Costa Rica",NA,"several","Other",1200,"occidental","beneficio la eva sa",250,"1 kg","Specialty Coffee Association of Costa Rica","2014","February 3rd, 2015","Other","Caturra","Washed / Wet",7.5,7.25,7.42,7,7.08,6.83,8.67,9.33,10,6.83,77.92,0.12,2,0,"Green",4,"NA-occidental","occidental-Costa Rica","Commodity"
"1245","Mexico","el regadito","el regadito","Other",1248,"petatlan","gustavo abarca solis",50,"1 kg","AMECAFE","2012","July 26th, 2012","Other","Typica","Washed / Wet",7.42,7.25,7,7,7.25,7.08,8,10,10,6.92,77.92,0.11,0,0,"Green",3,"el regadito-petatlan","petatlan-Mexico","Commodity"
"1246","Guatemala","conquista  morito","beneficio ixchel","unex guatemala sa",1402.08,"oriente","conquista morito",250,"1 kg","Asociacion Nacional Del Café","2012","January 13th, 2012","juan luis alvarado romero","Bourbon","Washed / Wet",7.17,6.17,6.17,7.08,7.33,6.83,10,10,10,7.17,77.92,0.11,0,0,"Green",7,"conquista  morito-oriente","oriente-Guatemala","Commodity"
"1247","Nicaragua","el brigadum  la coronela","dry mill","Other",1000,"jinotega","marcio alberto rivera castellon",275,"69 kg","Specialty Coffee Association of Costa Rica","2016","February 29th, 2016","Other","Caturra","Other",7.42,7,7,7.17,7.08,7,9.33,8.67,10,7.17,77.83,0.1,0,0,"Bluish-Green",0,"el brigadum  la coronela-jinotega","jinotega-Nicaragua","Commodity"
"1248","Brazil",NA,"n/a","Other",1200,NA,"na",1,"5 lbs","Specialty Coffee Association","2014","August 25th, 2014","Other","Bourbon","Washed / Wet",7,6.75,6.67,6.83,7.08,6.83,10,10,10,6.67,77.83,0.11,0,0,NA,2,"NA-NA","NA-Brazil","Commodity"
